latitude,longitude,depth,mag,magType,gap,rms,net,horizontalError,depthError,magError,magNst,locationSource,magSource,aX,aY,aZ,gX,gY,gZ,type
19.33216667,-155.1943359,-0.720000029,2.03,4,110.0,0.25,3,0.35,0.180000007,0.25,17.0,3,4,-552,-136,-5512,-5120,-233,-1085,0
38.8404999,-122.8113327,0.22,0.63,2,70.0,0.04,5,0.21,0.88,0.2,14.0,5,6,-1556,1120,-11628,-5120,-932,-332,0
18.004,-66.81116667,16.77,2.35,2,169.0,0.09,9,0.42,0.52,0.104335976,6.0,9,10,-856,-588,-14448,-5136,-1537,3254,0
38.7808342,-122.7655029,0.82,1.03,2,79.0,0.03,5,0.24,0.48,0.23,16.0,5,6,-2340,1556,-17080,-5120,-3379,16411,0
61.3938,-146.8088,29.2,1.8,4,0.0,0.43,0,0.0,0.3,0.0,0.0,0,0,2316,-2796,-3008,-5120,686,-3810,0
62.3946,-148.6484,18.8,2.0,4,0.0,0.92,0,0.0,0.6,0.0,0.0,0,0,1252,-1988,-536,-5120,4721,-24586,0
63.1709,-149.4112,80.2,1.5,4,0.0,0.46,0,0.0,0.6,0.0,0.0,0,0,-2088,-612,-16020,-5104,2714,-4690,0
33.7488333,-116.699,12.41,0.4,4,125.0,0.18,2,0.68,0.8,0.198,7.0,2,2,-2916,2000,-14192,-5120,1254,-3193,0
17.97966667,-66.88583333,17.99,2.35,2,153.0,0.09,9,2.61,0.8,0.085406447,4.0,9,10,-4188,3520,-28644,-5152,-1480,14129,0
33.9906667,-116.7838333,17.33,1.32,4,69.0,0.22,2,0.29,0.67,0.106,28.0,2,2,-3848,3052,-24928,-5104,-6499,23657,0
33.4746667,-116.8333333,-0.22,0.9,4,108.0,0.35,2,0.77,31.61,0.195,28.0,2,2,12,11052,-23608,-5120,-7316,28487,0
33.3873333,-116.8975,12.61,1.12,4,26.0,0.2,2,0.23,0.69,0.346,19.0,2,2,9764,-1184,11352,-5120,-4337,-17086,0
64.6651,-149.3426,17.5,1.0,4,0.0,0.21,0,0.0,0.3,0.0,0.0,0,0,-3040,1832,-26928,-5088,3320,9660,0
19.40600014,-155.2904968,0.629999995,1.90999997,2,81.0,0.109999999,3,0.21,0.170000002,0.939999998,13.0,3,4,56,-2132,-2492,-5120,5544,-7111,0
57.3906,-154.8673,28.8,2.2,4,0.0,0.35,0,0.0,0.3,0.0,0.0,0,0,-3856,60,-23356,-5120,2636,-4153,0
33.9865,-116.7831667,14.82,0.99,4,69.0,0.23,2,0.33,0.76,0.123,27.0,2,2,-6408,4140,-23160,-5120,-2629,-630,0
58.7245,-136.1882,3.7,1.6,4,0.0,0.32,0,0.0,0.4,0.0,0.0,0,0,-1288,4664,-25916,-5152,-5597,13206,0
38.7983322,-122.7491684,1.59,0.79,2,97.0,0.02,5,0.27,0.67,0.09,13.0,5,6,-4148,3484,20408,-5152,-4737,-1428,0
34.0286667,-117.2391667,16.09,0.72,4,120.0,0.2,2,0.43,1.12,0.174,12.0,2,2,-5576,-1648,-32768,-5088,1342,5992,0
60.9057,-146.8659,20.1,1.7,4,0.0,0.43,0,0.0,0.2,0.0,0.0,0,0,-320,-924,6688,-5104,-2014,-11077,0
55.5248,-159.0199,38.5,2.2,4,0.0,0.28,0,0.0,2.4,0.0,0.0,0,0,-3932,4968,-12852,-5088,-2116,31536,0
19.20483398,-155.4798279,32.04000092,2.0999999,2,92.0,0.100000001,3,0.53,0.800000012,1.23000002,21.0,3,4,-4772,-2352,-15612,-5120,2234,-23171,0
38.7531667,-122.7156667,1.98,0.4,2,68.0,0.04,5,0.28,0.34,0.305,8.0,5,6,380,-3936,-8264,-5104,3906,-15014,0
17.98116667,-67.00266667,5.48,2.39,2,162.0,0.08,9,0.53,0.53,0.09751982,4.0,9,10,-128,1844,-21864,-5120,-3410,32767,0
38.8176651,-122.8213348,2.27,0.92,2,49.0,0.02,5,0.22,0.46,0.2,23.0,5,6,1932,252,11172,-5136,823,-32768,0
36.6496,-115.6163,15.4,1.0,4,158.5,0.16,7,0.0,1.1,0.33,14.0,7,8,-2340,-1532,-23972,-5088,-4661,32767,0
35.9515,-117.681,1.66,0.9,4,131.0,0.16,2,0.8,0.8,0.138,8.0,2,2,-1768,-280,-25676,-5056,-1689,29551,0
64.5901,-149.4608,26.0,1.1,4,0.0,0.53,0,0.0,0.4,0.0,0.0,0,0,-6152,-576,-15840,-5088,678,-25209,0
35.1241667,-119.0896667,13.97,1.43,4,86.0,0.24,2,0.45,1.78,0.124,22.0,2,2,-3664,-800,-32768,-5152,4359,-1410,0
35.7121667,-117.5596667,1.98,1.03,4,81.0,0.16,2,0.43,0.59,0.132,9.0,2,2,-1280,-1392,-25600,-5136,-759,31523,0
35.1123333,-119.0395,13.98,1.88,4,61.0,0.28,2,0.5,1.33,0.153,28.0,2,2,1636,-1628,11528,-5104,-2516,20862,0
38.7983333,-122.783,3.8,0.0,2,65.0,0.03,5,0.26,0.22,0.211,17.0,5,6,1588,-3652,32767,-5104,-3108,-32768,0
14.3183,-93.9789,10.0,4.3,0,218.0,0.75,12,10.66,2.007,0.063,72.0,12,13,140,-2348,8008,-5104,4600,-21602,0
54.704,-158.1896,46.0,2.5,4,0.0,0.54,0,0.0,30.4,0.0,0.0,0,0,796,2000,18324,-5088,-1447,12371,0
38.8330002,-122.8178329,1.28,0.82,2,87.0,0.01,5,0.34,1.03,0.21,7.0,5,6,-4480,2560,-32768,-5104,3258,2528,0
38.8118324,-122.8221664,2.23,1.09,2,51.0,0.02,5,0.21,0.35,0.14,26.0,5,6,496,13424,-29852,-5120,-3815,32767,0
33.5398333,-116.5008333,8.47,0.57,4,147.0,0.26,2,1.08,1.77,0.161,14.0,2,2,-328,2220,10224,-5104,788,-30581,0
33.4975,-116.443,4.71,1.29,4,32.0,0.22,2,0.22,0.8,0.204,26.0,2,2,-340,-1432,-6628,-5088,-183,7005,0
32.3626667,-115.5036667,13.4,1.59,4,112.0,0.17,2,0.8,2.19,0.112,5.0,2,2,476,-5952,32767,-5088,-5835,-23524,0
33.1921667,-116.0188333,9.17,1.29,4,58.0,0.24,2,0.38,0.86,0.121,27.0,2,2,-988,-2220,14080,-5088,5095,-32581,0
38.7929993,-122.7806702,3.08,0.88,2,78.0,0.02,5,0.34,0.92,0.23,13.0,5,6,-7960,6816,-32492,-5088,-1109,-4567,0
62.4162,-143.0257,0.0,1.6,4,0.0,1.15,0,0.0,0.3,0.0,0.0,0,0,-764,-420,1532,-5104,-79,-11237,0
37.1893,-117.301,1.0,0.6,4,313.79,0.2554,7,0.0,22.7,1.01,8.0,7,8,580,-984,872,-5088,1312,-2064,0
37.3327,-117.6348,0.0,1.5,4,271.23,0.3757,7,0.0,45.8,0.59,8.0,7,8,-10468,5184,-28300,-5104,2375,313,0
17.9975,-66.80566667,17.27,2.13,2,183.0,0.09,9,0.55,0.88,0.049630578,5.0,9,10,-6976,5544,-32768,-5056,4335,2891,0
38.8196678,-122.822998,2.18,1.04,2,69.0,0.02,5,0.28,0.62,0.19,17.0,5,6,6024,-4424,-20788,-5104,1828,2387,0
18.02533333,-66.80033333,14.38,2.41,2,115.0,0.09,9,0.36,0.87,0.167518361,9.0,9,10,4204,-3312,-6956,-5152,-3799,6668,0
34.54024506,-97.69837189,4.277074814,2.27,4,83.45489502,0.845581644,8,2.46823474,1.570072744,0.23,14.0,8,9,-3564,-156,-11188,-5104,-5758,29131,0
37.9414,36.3362,10.0,4.0,0,74.0,0.93,12,1.56,1.943,0.233,5.0,12,13,-1316,6640,-10312,-5072,-1078,-1482,0
38.8178329,-122.8238297,1.89,0.65,2,171.0,0.0,5,1.07,2.84,0.17,8.0,5,6,1108,-2892,17080,-5088,3410,-20671,0
19.192,-69.9519,15.176,4.4,0,77.0,0.88,12,3.93,5.239,0.066,66.0,12,13,-2144,1484,32767,-5088,-2744,-26400,0
-22.9954,170.9663,10.0,4.9,0,87.0,0.85,12,5.59,1.762,0.081,48.0,12,13,2748,292,27764,-5104,-1079,-12145,0
60.3525,-152.3388,82.3,1.3,4,0.0,0.33,0,0.0,0.6,0.0,0.0,0,0,-52,4,-15008,-5120,-571,4776,0
17.91566667,-66.7945,9.75,2.07,2,229.0,0.11,9,0.6,1.02,0.123408344,5.0,9,10,4512,-3708,15832,-5104,-804,4940,0
62.0976,-149.4119,7.8,2.8,4,0.0,0.73,0,0.0,0.4,0.0,0.0,0,0,3216,-19604,-32768,-5104,2928,10798,0
35.6376667,-117.449,5.23,2.65,4,62.0,0.17,2,0.26,0.63,0.159,25.0,2,2,4760,7172,-14424,-5120,272,14371,0
37.2839,-117.5821,6.6,1.2,4,127.98,0.1458,7,0.0,2.8,0.9,11.0,7,8,-688,-780,-10424,-5056,181,2342,0
19.42933333,-155.334,0.76,2.99,4,65.0,0.15,3,0.24,0.32,0.216087221,31.0,3,4,612,1100,-4296,-5088,833,-13772,0
19.43733333,-155.3216667,4.02,2.25,4,140.0,0.09,3,0.29,0.67,0.115364473,6.0,3,4,-2696,4956,15732,-5120,-779,-19831,0
38.7801666,-122.757164,1.2,0.81,2,70.0,0.02,5,0.35,0.65,0.12,8.0,5,6,-3568,-1340,-32768,-5056,-2243,14411,0
38.841835,-122.838501,1.74,0.57,2,94.0,0.03,5,0.32,0.6,0.35,12.0,5,6,-3028,-1652,-32768,-5104,1769,13893,0
61.3544,-150.0758,33.6,1.4,4,0.0,0.55,0,0.0,0.3,0.0,0.0,0,0,4884,-8520,30872,-5104,-381,-27727,0
19.25966644,-155.3990021,30.22999954,2.00999999,2,126.0,0.159999996,3,0.57,0.860000014,0.340000004,5.0,3,4,-804,-2220,-2000,-5088,203,-1895,0
62.7922,-150.6685,98.0,1.2,4,0.0,0.75,0,0.0,0.8,0.0,0.0,0,0,-8456,6436,-9820,-5088,-4675,11098,0
33.7306667,-116.8448333,16.13,0.89,4,93.0,0.18,2,0.29,0.47,0.219,27.0,2,2,-2632,724,1956,-5104,-2429,20142,0
58.19166667,-155.2763333,1.77,0.74,4,141.0,0.08,1,0.2,0.45,0.259095411,9.0,1,1,-248,-696,-10680,-5072,-120,2199,0
58.17933333,-155.3003333,1.64,-0.1,4,159.0,0.06,1,0.24,0.52,0.230023125,6.0,1,1,1056,-516,31820,-5104,-160,-4520,0
18.08683333,-66.96766667,5.9,1.78,2,262.0,0.02,9,2.03,6.14,0.012860082,3.0,9,10,-172,7232,-9820,-5120,603,846,0
19.047,-65.71266667,6.91,3.42,2,253.0,0.05,9,3.83,2.99,0.182758406,3.0,9,10,-1056,128,15136,-5104,858,-25533,0
37.2888,-117.5662,0.0,1.3,4,97.43,0.1386,7,0.0,7.1,0.91,10.0,7,8,-4868,5596,-24716,-5104,587,17165,0
38.7921677,-122.8014984,3.03,1.49,2,66.0,0.02,5,0.22,0.45,0.19,27.0,5,6,1244,-2864,4928,-5088,136,1729,0
17.9925,-66.80433333,17.58,1.99,2,188.0,0.07,9,0.48,0.78,0.061421687,5.0,9,10,300,-24,-2936,-5088,-1360,2216,0
17.98316667,-66.80316667,17.42,2.19,2,192.0,0.08,9,1.21,0.62,0.101721519,5.0,9,10,-12112,11388,-11776,-5072,-1525,20309,0
38.7698326,-122.7249985,7.44,0.45,2,207.0,0.05,5,2.31,6.6,0.32,6.0,5,6,0,-700,-8568,-5056,19,-2202,0
35.0298333,-117.684,0.24,1.59,4,95.0,0.28,2,0.89,31.61,0.118,32.0,2,2,-408,624,-20084,-5088,-1620,16986,5
38.840332,-122.8236694,1.98,0.36,2,90.0,0.02,5,0.33,0.82,0.24,12.0,5,6,-240,-552,-7260,-5088,121,2485,0
19.24966621,-155.3939972,31.60000038,2.36,4,134.0,0.150000006,3,0.59,0.639999986,2.76,10.0,3,4,-1648,712,-3848,-5088,-1118,-9104,0
61.5912,-149.963,32.7,1.4,4,0.0,0.36,0,0.0,0.3,0.0,0.0,0,0,-444,-320,-7136,-5088,353,-3708,0
31.5801,-104.5581,6.693,2.5,4,74.0,0.31,12,1.7,4.769,0.064,52.0,12,13,-536,0,-8008,-5056,565,-283,0
61.0059,-152.0907,13.2,1.3,4,0.0,0.34,0,0.0,0.2,0.0,0.0,0,0,140,-816,-7048,-5056,-1091,-1184,0
25.3565,123.991,173.421,4.2,0,140.0,0.84,12,10.73,9.351,0.105,25.0,12,13,-764,44,-7508,-5104,-656,-16,0
38.8056679,-122.7786636,2.21,1.09,2,68.0,0.02,5,0.28,0.55,0.19,17.0,5,6,-868,128,-8496,-5072,-222,586,0
64.9854,-150.1401,2.7,1.1,4,0.0,0.76,0,0.0,0.4,0.0,0.0,0,0,-608,-132,-7320,-5072,-402,96,0
-23.3077,170.6129,10.0,4.9,0,200.0,0.56,12,11.8,1.895,0.117,23.0,12,13,588,-908,-8588,-4560,-241,-251,0
31.61107626,-103.9782242,7.879711914,3.9,4,97.0,0.2,11,0.84858207,0.793365852,0.1,22.0,11,12,-588,-908,-8588,-4560,-241,-251,0
59.1511,-138.0385,0.1,2.2,4,0.0,1.34,0,0.0,0.5,0.0,0.0,0,0,-1136,-112,-9832,-4608,-253,636,0
31.61294221,-103.9696252,7.828295898,3.5,4,66.0,0.1,11,0.649995004,0.933891713,0.2,12.0,11,12,-1204,4692,272,-4624,-300,602,0
31.61293707,-103.971239,7.93112793,3.1,4,65.0,0.1,11,0.500443732,0.616648265,0.2,13.0,11,12,-400,-112,-9832,-4608,-253,636,0
-22.6436,169.8512,10.0,5.1,0,101.0,0.91,12,7.24,1.861,0.08,50.0,12,13,-1304,-1168,-11344,-4640,-601,-128,0
19.24349976,-155.4023285,31.11000061,1.97,4,150.0,0.119999997,3,0.52,0.689999998,4.44,4.0,3,4,-1204,4692,272,-4624,-300,602,0
19.2385006,-155.3918304,30.62999916,1.99,4,160.0,0.090000004,3,1.04,1.47000003,5.09,3.0,3,4,-1436,-296,-9704,-4624,-33,-342,0
19.39166667,-155.276,1.69,2.33,4,49.0,0.1,3,0.17,0.15,0.216888764,19.0,3,4,-696,-48,-6588,-4624,109,249,0
37.2842,-117.5687,1.0,1.5,4,106.72,0.1214,7,0.0,2.7,0.66,7.0,7,8,-1324,180,-9108,-4624,-47,-117,0
61.0111,-152.0958,19.1,0.8,4,0.0,0.38,0,0.0,0.5,0.0,0.0,0,0,-688,960,-772,-4640,-516,-404,0
44.7755,-110.8028333,3.27,0.52,2,193.0,0.11,13,0.71,1.98,0.112,5.0,13,14,432,-1620,-13988,-4656,109,-111,0
48.1385,-114.103,7.08,2.06,4,154.0,0.12,4,0.66,1.16,0.345032928,6.0,4,5,-1304,-1168,-11344,-4640,-601,-128,0
36.9342,-115.6912,12.6,1.1,4,171.63,0.1308,7,0.0,3.2,0.23,19.0,7,8,-224,-3200,-11492,-4656,-251,-290,0
33.4616667,-116.5808333,9.12,1.6,4,45.0,0.17,2,0.18,0.42,0.225,27.0,2,2,-200,-2344,-12416,-4656,64,413,0
33.4608345,-116.578331,10.29,2.6,4,103.0,0.14,2,0.46,0.84,0.651,7.0,2,2,-828,-656,-7948,-4672,-87,-1030,0
19.20933342,-155.4246674,33.29999924,2.26,4,154.0,0.150000006,3,0.57,0.720000029,0.01,3.0,3,4,-464,-160,-5004,-4656,-5,-1021,0
37.2917,-117.5655,0.0,0.5,4,124.41,0.1704,7,0.0,0.0,0.81,8.0,7,8,-656,-488,-6048,-4640,-398,-1195,0
11.6573,125.6455,10.0,4.6,0,125.0,0.55,12,12.18,1.897,0.072,57.0,12,13,-1344,368,-8176,-4672,-410,323,0
38.8154984,-122.822998,2.24,1.09,2,49.0,0.02,5,0.21,0.37,0.17,26.0,5,6,-424,192,-6396,-4688,78,-624,0
62.6093,-152.0646,3.5,1.5,4,0.0,0.66,0,0.0,0.2,0.0,0.0,0,0,-832,408,-7196,-4688,-39,175,0
3.0798,126.7277,35.0,4.5,0,124.0,0.71,12,10.35,1.933,0.103,28.0,12,13,-612,-604,-5436,-4688,171,-1934,0
-22.8841,170.4321,10.0,5.0,0,118.0,0.84,12,10.4,1.831,0.109,27.0,12,13,-1084,-816,-9952,-4640,-514,1204,0
38.791832,-122.7618332,2.13,0.53,2,76.0,0.02,5,0.28,0.77,0.27,11.0,5,6,-1048,180,-8672,-4704,61,-1221,0
38.8421669,-122.824501,1.9,1.64,2,71.0,0.03,5,0.18,0.32,0.16,30.0,5,6,-400,-1196,-10212,-4720,-581,1461,0
33.4931667,-116.4975,15.1,0.61,4,72.0,0.2,2,0.52,0.93,0.164,15.0,2,2,-1084,-112,-7844,-4720,-600,-444,0
64.5191,-147.8244,4.7,0.6,4,0.0,0.82,0,0.0,0.4,0.0,0.0,0,0,-856,848,-6704,-4704,-165,-904,0
40.3975,-122.0688333,8.4,2.37,2,43.0,0.16,5,0.27,0.94,0.21,32.0,5,6,-1284,-1168,-10112,-4752,-458,-264,0
37.2912,-117.581,4.8,1.2,4,101.49,0.137,7,0.0,3.4,0.76,8.0,7,8,-540,556,-6484,-4720,-121,-549,0
40.4023333,-122.0711667,10.71,2.88,2,77.0,0.07,5,0.25,0.85,0.12,16.0,5,6,-1388,104,-8948,-4704,-637,470,0
36.4193333,-117.943,-0.14,1.89,4,224.0,0.25,2,1.89,31.61,0.112,19.0,2,2,-1076,-128,-8160,-4720,-299,92,0
19.6895,-65.7368,33.0,3.74,2,241.0,0.48,9,2.82,30.36,0.22,10.0,9,10,-160,-1612,-9592,-4736,-197,-128,0
19.2341671,-155.3871613,28.76000023,1.96000004,2,166.0,0.109999999,3,0.65,0.850000024,0.150000006,9.0,3,4,-92,-3080,-12716,-4704,-164,-1003,0
37.3005,-117.5863,4.9,0.6,4,107.85,0.1152,7,0.0,3.4,0.78,8.0,7,8,-828,-1564,-10204,-4752,-163,149,0
32.487,-115.584,9.64,1.77,4,88.0,0.26,2,0.58,1.09,0.233,20.0,2,2,-556,-80,-7624,-4752,-346,690,0
19.4065,-155.2376667,2.26,1.46,4,95.0,0.08,3,0.26,0.29,0.148012419,5.0,3,4,-688,-268,-7488,-4768,-180,-979,0
36.2266667,-120.3668333,7.74,0.67,2,182.0,0.05,5,0.85,1.4,0.02,3.0,5,6,-576,-904,-9920,-4784,-18,1043,0
33.3853333,-116.9003333,13.87,1.0,4,29.0,0.16,2,0.2,0.48,0.147,22.0,2,2,-1060,-40,-6780,-4736,-185,-223,0
38.7915001,-122.7285004,0.94,0.77,2,96.0,0.01,5,0.35,2.25,0.05,8.0,5,6,-1340,284,-8772,-4752,15,-913,0
19.4035,-155.2621667,0.55,0.79,2,87.0,0.12,3,0.2,0.34,0.081355984,4.0,3,4,-696,-2004,-7680,-4736,128,-2360,0
47.75416667,-113.7653333,5.0,0.43,4,144.0,0.05,4,0.44,5.17,0.226988117,2.0,4,5,-1276,1504,-2824,-4752,-314,109,0
37.2654,-117.5968,6.3,1.1,4,123.57,0.1743,7,0.0,2.9,0.87,8.0,7,8,-1076,-336,-9104,-4784,-531,-73,0
33.8396667,-117.4961667,-0.5,1.22,4,54.0,0.27,2,0.38,31.61,0.127,25.0,2,2,-1152,2020,-5852,-4752,-558,294,5
37.0786667,-119.7811667,-0.39,1.55,2,178.0,0.01,5,0.52,31.61,0.213,6.0,5,6,-88,-1420,-8120,-4768,-204,937,5
38.783165,-122.7736664,19.97,0.89,2,150.0,0.16,5,3.08,12.12,0.12,14.0,5,6,-2080,1556,-5872,-4768,-353,-1100,0
60.1768,-151.9531,78.5,1.6,4,0.0,0.36,0,0.0,1.9,0.0,0.0,0,0,-212,-2180,-5576,-4800,-102,18,0
18.18783333,-68.21333333,78.14,3.38,2,187.0,0.34,9,2.17,1.3,0.198700419,12.0,9,10,-1112,248,-9536,-4784,28,-714,0
51.3806,178.8326,21.6,2.3,4,0.0,0.39,0,0.0,0.6,0.0,0.0,0,0,-1116,736,-5896,-4752,-393,639,0
33.7808333,-116.0323333,1.85,0.95,4,120.0,0.15,2,0.23,0.46,0.118,16.0,2,2,-780,1612,-3184,-4800,-222,-435,0
38.7636681,-122.7058334,1.67,1.26,2,170.0,0.02,5,0.44,0.51,0.15,10.0,5,6,-732,48,-6340,-4784,-11,610,0
65.0301,-147.3562,10.3,1.1,4,0.0,0.55,0,0.0,1.5,0.0,0.0,0,0,-2020,316,-8420,-4800,-147,-37,0
46.0145,-112.4605,-2.0,2.03,4,115.0,0.12,4,0.44,31.61,0.222823389,18.0,4,5,-580,1316,-3304,-4800,-447,-353,5
33.713,-116.8208333,15.13,0.38,4,180.0,0.09,2,0.29,0.41,0.183,7.0,2,2,-836,368,-3380,-4784,-257,-1308,0
62.2155,-151.0404,65.7,1.6,4,0.0,0.77,0,0.0,0.6,0.0,0.0,0,0,-704,-900,-4980,-4800,-395,-838,0
19.4315,-155.3171667,4.96,2.34,4,117.0,0.08,3,0.24,0.43,0.226532272,15.0,3,4,-524,-1332,-11600,-4832,-199,467,0
18.0271,-68.5278,93.0,3.82,2,222.0,0.51,9,3.27,1.92,0.17,12.0,9,10,88,-3208,-9828,-4816,299,-536,0
33.461,-116.5893333,12.2,1.5,4,24.0,0.18,2,0.15,0.38,0.115,34.0,2,2,-2384,2984,-7620,-4816,-318,-380,0
19.43950081,-155.3213348,1.950000048,1.92,4,90.0,0.209999993,3,0.42,0.99000001,0.62,6.0,3,4,-780,-272,-9692,-4832,-140,782,0
18.8435,-68.2001,91.0,3.7,2,254.0,0.61,9,5.42,4.2,0.07,9.0,9,10,-604,476,-6804,-4832,84,-722,0
62.0262,-149.8994,35.0,1.7,4,0.0,0.67,0,0.0,9.1,0.0,0.0,0,0,-940,-160,-7588,-4800,-558,912,0
19.43933296,-155.3113403,2.279999971,1.88,4,90.0,0.189999998,3,0.4,0.529999971,0.46,5.0,3,4,-1424,832,-7692,-4832,-317,-737,0
19.44283333,-155.3061667,2.92,0.9,2,169.0,0.11,3,0.44,0.65,0.178806044,7.0,3,4,-1128,1348,-5132,-4816,87,-1513,0
19.44583321,-155.303833,2.74000001,1.72,4,108.0,0.129999995,3,0.49,0.829999983,0.5,3.0,3,4,-200,764,-644,-4848,-334,-488,0
33.4635,-116.5661667,10.0,1.02,4,47.0,0.15,2,0.17,0.36,0.153,23.0,2,2,176,-492,-7340,-4832,-51,962,0
37.2938347,-121.670166,2.16,1.4,2,68.0,0.05,5,0.28,0.47,0.21,9.0,5,6,-1036,-900,-8032,-4832,-190,503,0
37.7911667,-121.9613333,9.51,1.11,2,62.0,0.03,5,0.22,0.42,0.246,12.0,5,6,-420,-264,-6308,-4848,-174,-484,0
53.1456,153.4287,497.687,4.3,0,108.0,1.01,12,11.51,8.257,0.052,107.0,12,13,-820,2388,-3916,-4848,-217,-241,0
19.43650055,-155.3133392,1.450000048,1.74,4,100.0,0.209999993,3,0.34,0.569999993,0.24,4.0,3,4,-1256,1684,-5356,-4896,-230,-169,0
19.41133308,-155.3110046,4.880000114,2.08,4,82.0,0.310000002,3,0.9,1.86000001,0.35,10.0,3,4,-360,-280,-7340,-4880,-326,551,0
19.43783333,-155.3096667,3.66,2.31,2,134.0,0.11,3,0.31,0.59,0.092970917,6.0,3,4,-940,1456,-6712,-4864,-473,545,0
37.094,-121.501,7.04,1.17,2,50.0,0.12,5,0.24,0.61,0.163,24.0,5,6,-1704,360,-3596,-4864,-115,-2040,0
33.5853333,-116.8106667,4.81,0.08,4,100.0,0.07,2,0.15,0.21,0.157,5.0,2,2,-228,832,-4648,-4880,-385,-248,0
19.41233333,-155.3155,3.81,0.85,2,108.0,0.07,3,0.4,0.67,0.136840785,3.0,3,4,-948,360,-5340,-4848,-240,-1253,0
19.39383333,-155.2776667,1.83,0.8,2,59.0,0.09,3,0.33,0.24,0.181291045,6.0,3,4,-1440,148,-7492,-4864,-229,-1329,0
37.2787,-117.5892,5.7,1.1,4,224.1,0.162,7,0.0,5.7,0.84,8.0,7,8,-1172,1052,-4572,-4880,-419,25,0
38.7965012,-122.7850037,3.42,0.99,2,125.0,0.02,5,0.67,1.5,0.23,8.0,5,6,-1264,784,-6660,-4880,-271,-536,0
46.0698,21.3982,11.297,4.2,0,44.0,0.77,12,3.38,6.236,0.159,11.0,12,13,-568,-68,-3844,-4880,-38,-838,0
18.723,-64.74533333,43.37,3.3,2,288.0,0.18,9,3.25,3.74,0.097544362,4.0,9,10,-1596,-560,-9512,-4912,-417,-1123,0
19.18366623,-155.4966736,32.88999939,1.77999997,2,158.0,0.090000004,3,0.63,0.959999979,1.64999998,6.0,3,4,-1092,-420,-9696,-4912,-608,569,0
38.7868333,-122.7188333,1.86,0.03,2,83.0,0.03,5,0.22,0.53,0.211,10.0,5,6,-1028,2048,-5732,-4912,-483,-731,0
19.4375,-155.3105,2.87,2.19,4,68.0,0.12,3,0.27,0.43,0.230646317,9.0,3,4,-872,580,-6488,-4896,-221,299,0
37.4911,47.6106,10.0,4.5,0,152.0,1.31,12,5.07,1.911,0.08,46.0,12,13,-588,-476,-7136,-4928,-410,125,0
