-1212,-1428,-17364,-2320,82,277,0 
-1284,-1220,-17412,-2320,67,323,0 
-1332,-1268,-17256,-2320,27,289,0 
-1268,-1376,-17512,-2336,54,280,0 
-1140,-1404,-17188,-2336,45,248,0 
-1232,-1260,-17248,-2304,32,285,0 
-1220,-1308,-17400,-2304,40,321,0 
-1152,-1236,-17268,-2304,37,291,0 
-1152,-1336,-17208,-2336,71,262,0 
-1288,-1392,-17412,-2336,86,225,0 
-1304,-1236,-17432,-2336,67,322,0 
-1120,-1312,-17236,-2304,49,308,0 
-1228,-1284,-17384,-2320,62,283,0 
-1284,-1348,-17300,-2320,62,185,0 
-1260,-1380,-17488,-2304,51,281,0 
-1352,-1264,-17332,-2336,47,313,0 
-1320,-1344,-17560,-2288,51,268,0 
-1140,-1332,-17364,-2320,64,306,0 
-1176,-1300,-17456,-2304,48,252,0 
-1248,-1308,-17456,-2304,69,257,0 
-1180,-1372,-17292,-2336,77,284,0 
-1376,-1388,-17372,-2304,74,286,0 
-1368,-1172,-17476,-2304,55,292,0 
-1296,-1360,-17216,-2320,56,251,0 
-1312,-1432,-17348,-2320,64,328,0 
-1248,-1264,-17360,-2288,69,291,0 
-1292,-1532,-17280,-2352,94,266,0 
-1240,-1368,-17308,-2320,84,281,0 
-1352,-1264,-17392,-2288,71,261,0 
-1104,-1464,-17272,-2320,63,293,0 
-1208,-1404,-17320,-2320,43,230,0 
-1264,-1372,-17332,-2320,59,264,0 
-1136,-1356,-17204,-2288,32,242,0 
-1316,-1268,-17184,-2304,51,263,0 
-1228,-1268,-17532,-2304,45,338,0 
-1220,-1264,-17512,-2304,87,265,0 
-1344,-1404,-17396,-2320,100,282,0 
-1208,-1356,-17256,-2336,33,285,0 
-1288,-1280,-17428,-2272,58,325,0 
-1180,-1408,-17292,-2304,61,308,0 
-1184,-1308,-17244,-2304,60,222,0 
-1380,-1344,-17288,-2304,67,292,0 
-1340,-1336,-17540,-2304,55,297,0 
-1152,-1320,-17460,-2336,55,260,0 
-1160,-1312,-17312,-2304,46,268,0 
-1164,-1376,-17384,-2304,53,267,0 
-1252,-1220,-17368,-2320,51,281,0 
-1256,-1344,-17248,-2320,46,275,0 
-1112,-1160,-17204,-2320,34,216,0 
-1220,-1296,-17300,-2272,83,325,0 
-1268,-1296,-17400,-2304,43,254,0 
-1296,-1196,-17452,-2304,62,312,0 
-1348,-1096,-17612,-2304,49,328,0 
-1196,-1336,-17388,-2304,91,253,0 
-1292,-1332,-17420,-2320,48,275,0 
-1268,-1296,-17440,-2288,53,285,0 
-1328,-1140,-17652,-2288,56,296,0 
-1252,-1320,-17184,-2256,76,257,0 
-1304,-1356,-17484,-2288,69,301,0 
-1216,-1332,-17376,-2288,65,267,0 
-1324,-1340,-17316,-2288,52,286,0 
-1244,-1292,-17468,-2320,51,281,0 
-1260,-1248,-17472,-2288,60,305,0 
-1168,-1372,-17192,-2288,80,267,0 
-1252,-1352,-17320,-2288,60,272,0 
-1204,-1400,-17224,-2288,94,315,0 
-1200,-1284,-17244,-2288,40,290,0 
-1252,-1428,-17376,-2288,52,243,0 
-1276,-1232,-17380,-2320,51,274,0 
-1156,-1324,-17312,-2288,75,269,0 
-1264,-1280,-17304,-2320,37,289,0 
-1288,-1356,-17596,-2288,66,272,0 
-1244,-1408,-17324,-2288,45,265,0 
-1204,-1360,-17248,-2288,79,268,0 
-1264,-1372,-17468,-2272,79,276,0 
-1320,-1240,-17452,-2272,69,281,0 
-1340,-1208,-17380,-2288,41,259,0 
-1196,-1320,-17172,-2288,63,258,0 
-1144,-1344,-17244,-2304,56,286,0 
-1224,-1320,-17324,-2288,49,298,0 
-1292,-1404,-17612,-2320,66,289,0 
-1200,-1296,-17428,-2288,67,273,0 
-1216,-1292,-17380,-2320,52,288,0 
-1296,-1380,-17400,-2320,59,250,0 
-1364,-1220,-17432,-2320,48,298,0 
-1164,-1408,-17256,-2304,64,236,0 
-1276,-1324,-17136,-2272,60,285,0 
-1096,-1444,-17340,-2272,68,276,0 
-1332,-1244,-17692,-2304,33,287,0 
-1144,-1208,-17284,-2272,64,291,0 
-1256,-1256,-17308,-2304,46,253,0 
-1308,-1264,-17296,-2288,65,267,0 
-1168,-1380,-17220,-2272,72,314,0 
-1148,-1320,-17348,-2256,77,281,0 
-1276,-1348,-17408,-2304,65,271,0 
-1312,-1368,-17364,-2288,61,278,0 
-1156,-1440,-17324,-2304,79,293,0 
-1248,-1316,-17352,-2320,77,297,0 
-1204,-1492,-17340,-2272,56,317,0 
-1216,-1456,-17392,-2304,78,270,0 
-1212,-1404,-17368,-2304,80,291,0 
-1288,-1316,-17392,-2272,52,284,0 
-1180,-1416,-17348,-2272,51,300,0 
-1112,-1372,-17456,-2272,51,265,0 
-1204,-1452,-17332,-2272,68,245,0 
-1296,-1408,-17404,-2304,45,289,0 
-1372,-1296,-17552,-2304,45,344,0 
-1172,-1456,-17200,-2304,84,248,0 
-1296,-1268,-17272,-2272,65,251,0 
-1244,-1440,-17164,-2272,48,277,0 
-1268,-1200,-17424,-2272,48,311,0 
-1188,-1392,-17516,-2304,65,323,0 
-1084,-1320,-17444,-2304,61,264,0 
-1344,-1252,-17412,-2272,47,307,0 
-1300,-1352,-17420,-2304,47,279,0 
-1140,-1460,-17312,-2304,60,301,0 
-1208,-1348,-17360,-2304,75,285,0 
-1220,-1340,-17292,-2272,82,259,0 
-1220,-1388,-17324,-2272,93,290,0 
-1136,-1364,-17260,-2304,67,283,0 
-1248,-1260,-17416,-2272,62,316,0 
-1188,-1388,-17388,-2304,60,278,0 
-1244,-1380,-17400,-2272,59,223,0 
-1260,-1460,-17340,-2304,63,273,0 
-1228,-1340,-17076,-2304,66,255,0 
-1420,-1376,-17340,-2272,51,283,0 
-1388,-1264,-17548,-2304,69,254,0 
-1112,-1380,-17260,-2272,66,244,0 
-1144,-1264,-17380,-2304,38,274,0 
-1300,-1332,-17336,-2304,45,291,0 
-1320,-1232,-17524,-2272,65,295,0 
-1208,-1364,-17312,-2272,45,251,0 
-1144,-1324,-17348,-2272,69,275,0 
-1280,-1324,-17412,-2288,38,255,0 
-1184,-1296,-17260,-2256,61,269,0 
-1208,-1296,-17348,-2288,59,281,0 
-1252,-1404,-17384,-2288,73,261,0 
-1164,-1364,-17388,-2288,71,286,0 
-1140,-1184,-17344,-2288,53,279,0 
-1092,-1376,-17276,-2288,67,305,0 
-1312,-1344,-17372,-2288,64,283,0 
-1080,-1280,-17356,-2256,72,258,0 
-1144,-1340,-17152,-2288,74,299,0 
-1424,-1228,-17456,-2288,39,298,0 
-1340,-1304,-17460,-2304,69,283,0 
-1168,-1324,-17196,-2240,59,277,0 
-1088,-1248,-17420,-2272,74,299,0 
-1328,-1248,-17216,-2304,67,289,0 
-1168,-1388,-17428,-2304,77,315,0 
-1204,-1324,-17324,-2272,54,280,0 
-1164,-1440,-17364,-2304,63,280,0 
-1176,-1408,-17352,-2240,56,261,0 
-1244,-1276,-17352,-2272,58,270,0 
-1248,-1360,-17356,-2304,60,315,0 
-1240,-1324,-17340,-2272,70,287,0 
-1280,-1400,-17384,-2272,94,276,0 
-1148,-1312,-17404,-2272,50,319,0 
-1260,-1264,-17276,-2304,74,269,0 
-1088,-1376,-17076,-2304,65,243,0 
-1176,-1252,-17288,-2272,75,260,0 
-1396,-1308,-17436,-2288,65,291,0 
-1160,-1380,-17340,-2288,52,299,0 
-1196,-1208,-17356,-2288,61,279,0 
-1144,-1372,-17328,-2288,44,280,0 
-1084,-1460,-17208,-2288,67,281,0 
-1264,-1276,-17360,-2288,35,300,0 
-1156,-1308,-17136,-2320,65,271,0 
-1244,-1300,-17412,-2272,43,257,0 
-1256,-1332,-17308,-2304,67,261,0 
-1172,-1404,-17256,-2272,73,286,0 
-1200,-1304,-17284,-2272,47,276,0 
-1260,-1264,-17380,-2272,79,273,0 
-1184,-1436,-17344,-2272,66,255,0 
-1192,-1400,-17220,-2272,76,256,0 
-1228,-1348,-17292,-2240,48,299,0 
-1172,-1264,-17224,-2304,60,276,0 
-1224,-1360,-17300,-2304,64,276,0 
-1232,-1392,-17352,-2272,66,270,0 
-1152,-1344,-17336,-2272,72,264,0 
-1244,-1300,-17336,-2272,57,299,0 
-1244,-1240,-17316,-2272,56,291,0 
-1224,-1224,-17268,-2304,51,251,0 
-1244,-1396,-17196,-2304,74,248,0 
-1208,-1400,-17340,-2288,49,317,0 
-1248,-1276,-17376,-2320,63,308,0 
-1088,-1216,-17348,-2272,51,266,0 
-1204,-1304,-17348,-2304,58,264,0 
-1280,-1332,-17300,-2272,53,276,0 
-1192,-1232,-17324,-2304,47,259,0 
-1116,-1324,-17184,-2304,70,262,0 
-1248,-1416,-17376,-2288,82,285,0 
-1228,-1328,-17204,-2288,59,256,0 
-1228,-1296,-17388,-2320,33,293,0 
-1076,-1272,-17292,-2288,81,302,0 
-1332,-1368,-17504,-2288,32,313,0 
-1224,-1344,-17248,-2288,73,267,0 
-1220,-1272,-17268,-2320,71,262,0 
-1260,-1316,-17208,-2288,49,307,0 
-1356,-1300,-17524,-2320,55,277,0 
-1228,-1360,-17376,-2288,71,247,0 
-1276,-1368,-17348,-2288,58,296,0 
-1168,-1364,-17380,-2288,63,262,0 
-1204,-1264,-17336,-2320,62,312,0 
-1280,-1224,-17316,-2304,53,298,0 
-1352,-1300,-17372,-2272,64,272,0 
-1216,-1412,-17468,-2272,63,248,0 
-1116,-1280,-17404,-2304,55,314,0 
-1184,-1292,-17476,-2240,48,302,0 
-1172,-1300,-17464,-2272,66,258,0 
-1168,-1324,-17400,-2304,49,252,0 
-1296,-1292,-17396,-2272,69,298,0 
-1196,-1400,-17172,-2272,66,283,0 
-1256,-1212,-17272,-2304,44,269,0 
-1184,-1420,-17336,-2304,81,275,0 
-1240,-1296,-17404,-2272,68,251,0 
-1208,-1336,-17480,-2304,50,297,0 
-1184,-1300,-17436,-2304,61,296,0 
-1192,-1304,-17324,-2304,68,311,0 
-1152,-1316,-17412,-2304,70,259,0 
-1168,-1344,-17352,-2304,90,253,0 
-1204,-1404,-17456,-2304,57,322,0 
-1388,-1304,-17348,-2272,83,294,0 
-1256,-1296,-17404,-2272,73,249,0 
-1112,-1388,-17356,-2272,82,259,0 
-1220,-1264,-17432,-2304,58,265,0 
-1204,-1268,-17272,-2304,60,287,0 
-1136,-1364,-17400,-2304,54,264,0 
-1248,-1348,-17208,-2304,61,270,0 
-1160,-1284,-17316,-2256,86,259,0 
-1256,-1296,-17352,-2304,69,297,0 
-1280,-1244,-17404,-2240,70,279,0 
-1112,-1388,-17228,-2272,88,268,0 
-1160,-1364,-17520,-2304,61,255,0 
-1136,-1312,-17240,-2272,56,284,0 
-1316,-1256,-17496,-2288,68,300,0 
-1088,-1328,-17428,-2256,50,284,0 
-1272,-1364,-17300,-2288,90,268,0 
-1180,-1372,-17360,-2288,35,256,0 
-1216,-1304,-17372,-2304,57,258,0 
-1284,-1348,-17380,-2304,82,276,0 
-1200,-1300,-17252,-2272,71,265,0 
-1228,-1336,-17536,-2304,42,278,0 
-1220,-1344,-17344,-2288,57,286,0 
-1256,-1356,-17340,-2288,48,289,0 
-1212,-1440,-17324,-2288,76,316,0 
-1256,-1360,-17224,-2288,61,258,0 
-1208,-1340,-17196,-2304,61,287,0 
-1276,-1336,-17412,-2304,64,308,0 
-1260,-1272,-17396,-2272,55,293,0 
-1136,-1400,-17264,-2304,55,281,0 
-1252,-1296,-17600,-2288,81,257,0 
-1272,-1420,-17352,-2288,45,292,0 
-1124,-1332,-17328,-2288,66,268,0 
-1216,-1312,-17456,-2288,71,298,0 
-1232,-1408,-17376,-2288,57,302,0 
-1276,-1340,-17436,-2320,57,279,0 
-1224,-1304,-17368,-2272,49,289,0 
-1164,-1216,-17348,-2240,59,292,0 
-1176,-1336,-17324,-2272,48,279,0 
-1164,-1344,-17304,-2304,43,279,0 
-1156,-1280,-17212,-2304,70,321,0 
-1228,-1304,-17420,-2272,43,303,0 
-1196,-1376,-17460,-2272,43,282,0 
-1076,-1344,-17216,-2288,64,252,0 
-1360,-1312,-17336,-2288,46,264,0 
-1112,-1304,-17164,-2320,61,270,0 
-1240,-1412,-17280,-2288,73,291,0 
-1188,-1240,-17360,-2272,63,282,0 
-1204,-1424,-17392,-2272,51,254,0 
-1148,-1388,-17304,-2304,69,257,0 
-1368,-1292,-17588,-2304,68,312,0 
-1200,-1300,-17276,-2304,72,272,0 
-1248,-1260,-17524,-2272,71,263,0 
-1264,-1300,-17380,-2288,60,293,0 
-1228,-1324,-17404,-2256,78,323,0 
-1148,-1220,-17468,-2288,51,279,0 
-1184,-1280,-17476,-2272,66,296,0 
-1168,-1408,-17096,-2304,60,272,0 
-1184,-1316,-17404,-2336,76,272,0 
-1184,-1364,-17212,-2272,74,267,0 
-1236,-1316,-17428,-2256,65,311,0 
-1236,-1244,-17360,-2256,53,263,0 
-1352,-1240,-17436,-2272,62,273,0 
-1124,-1360,-17296,-2320,41,259,0 
-1096,-1332,-17356,-2288,46,292,0 
-1180,-1312,-17360,-2288,40,262,0 
-1104,-1376,-17276,-2304,58,256,0 
-1152,-1336,-17228,-2304,53,276,0 
-1280,-1236,-17396,-2304,72,317,0 
-1192,-1324,-17272,-2272,56,270,0 
-1124,-1340,-17324,-2272,40,285,0 
-1264,-1276,-17348,-2288,65,274,0 
-1236,-1272,-17320,-2288,55,260,0 
-1196,-1376,-17308,-2288,63,264,0 
-1244,-1328,-17396,-2304,46,296,0 
-1352,-1372,-17244,-2272,77,247,0 
-1208,-1348,-17176,-2272,39,254,0 
-1236,-1256,-17500,-2304,65,310,0 
-1184,-1360,-17292,-2272,60,269,0 
-1124,-1316,-17380,-2304,69,299,0 
-1220,-1372,-17396,-2304,77,291,0 
-1092,-1464,-17184,-2304,73,277,0 
-1132,-1216,-17244,-2288,68,283,0 
-1132,-1296,-17304,-2288,50,287,0 
-1124,-1408,-17244,-2272,49,253,0 
-1156,-1328,-17244,-2304,57,262,0 
-1248,-1308,-17144,-2272,73,280,0 
-1164,-1360,-17316,-2272,64,303,0 
-1228,-1316,-17284,-2304,76,253,0 
-1116,-1372,-17304,-2304,71,228,0 
-1188,-1240,-17336,-2288,52,289,0 
-1196,-1360,-17160,-2288,64,299,0 
-1136,-1200,-17308,-2288,71,276,0 
-1004,-1372,-17300,-2256,60,277,0 
-1184,-1392,-17448,-2288,58,257,0 
-1412,-1364,-17300,-2288,64,262,0 
-1224,-1196,-17136,-2304,43,283,0 
-1136,-1180,-17312,-2272,73,288,0 
-1224,-1316,-17244,-2304,51,288,0 
-1140,-1408,-17328,-2272,56,251,0 
-1324,-1256,-17320,-2304,57,275,0 
-1300,-1356,-17432,-2272,78,285,0 
-1248,-1168,-17332,-2272,37,276,0 
-1220,-1316,-17356,-2272,45,292,0 
-1336,-1304,-17480,-2272,83,301,0 
-1240,-1356,-17160,-2256,39,296,0 
-1176,-1284,-17556,-2304,64,288,0 
-1176,-1316,-17232,-2304,73,264,0 
-1148,-1236,-17360,-2272,33,263,0 
-1072,-1360,-17228,-2320,52,302,0 
-1180,-1196,-17380,-2304,71,283,0 
-1208,-1256,-17208,-2288,93,261,0 
-1192,-1364,-17240,-2288,67,287,0 
-1188,-1284,-17292,-2288,58,298,0 
-1100,-1388,-17328,-2320,63,291,0 
-1224,-1292,-17352,-2320,49,292,0 
-1168,-1328,-17364,-2256,64,257,0 
-1232,-1320,-17336,-2288,68,279,0 
-1192,-1400,-17504,-2288,57,278,0 
-1204,-1304,-17320,-2288,58,290,0 
-1168,-1320,-17348,-2288,83,303,0 
-1124,-1372,-17432,-2288,87,296,0 
-1236,-1264,-17444,-2320,73,310,0 
-1088,-1300,-17452,-2288,27,295,0 
-1144,-1264,-17320,-2320,46,297,0 
-1308,-1348,-17380,-2288,79,269,0 
-1220,-1364,-17356,-2320,72,270,0 
-1172,-1336,-17372,-2304,63,279,0 
-1280,-1288,-17264,-2304,50,271,0 
-1276,-1268,-17324,-2304,47,273,0 
-1248,-1372,-17304,-2288,52,270,0 
-1184,-1188,-17312,-2288,68,283,0 
-1172,-1332,-17352,-2288,68,298,0 
-1236,-1316,-17388,-2304,70,281,0 
-1148,-1420,-17416,-2304,70,277,0 
-1356,-1312,-17292,-2336,88,272,0 
-1220,-1352,-17252,-2304,76,260,0 
-1168,-1336,-17220,-2272,48,312,0 
-1196,-1468,-17212,-2320,67,285,0 
-1168,-1264,-17304,-2272,60,271,0 
-1248,-1316,-17348,-2304,63,272,0 
-1240,-1364,-17332,-2304,64,289,0 
-1188,-1360,-17396,-2272,78,263,0 
-1232,-1280,-17252,-2288,69,283,0 
-1064,-1300,-17324,-2256,46,273,0 
-1260,-1388,-17332,-2320,46,250,0 
-1396,-1240,-17188,-2288,45,288,0 
-1100,-1296,-17424,-2288,46,261,0 
-1140,-1340,-17332,-2304,87,270,0 
-1084,-1292,-17320,-2304,33,252,0 
-1180,-1240,-17400,-2304,65,300,0 
-1276,-1368,-17208,-2320,33,295,0 
-1176,-1312,-17320,-2320,56,252,0 
-1176,-1444,-17488,-2288,84,261,0 
-1136,-1292,-17388,-2320,58,274,0 
-1228,-1228,-17412,-2320,69,278,0 
-1104,-1356,-17196,-2304,59,304,0 
-1312,-1168,-17404,-2304,61,249,0 
-1228,-1340,-17276,-2304,84,253,0 
-1280,-1364,-17204,-2272,59,284,0 
-1224,-1340,-17336,-2272,61,279,0 
-1092,-1424,-17180,-2304,68,284,0 
-1164,-1380,-17320,-2304,79,277,0 
-1204,-1352,-17320,-2288,57,267,0 
-1224,-1376,-17300,-2288,61,302,0 
-1308,-1136,-17300,-2320,79,279,0 
-1228,-1308,-17336,-2288,56,266,0 
-1212,-1308,-17444,-2304,71,263,0 
-1132,-1256,-17184,-2336,69,284,0 
-1072,-1412,-17284,-2320,51,287,0 
-1064,-1368,-17268,-2288,53,282,0 
-1120,-1432,-17228,-2288,59,308,0 
-1268,-1364,-17444,-2320,68,276,0 
-1176,-1360,-17384,-2304,77,281,0 
-1264,-1272,-17524,-2304,78,316,0 
-1172,-1248,-17356,-2288,52,259,0 
-1232,-1364,-17320,-2288,88,264,0 
-1064,-1372,-17228,-2320,76,280,0 
-1232,-1268,-17316,-2320,57,308,0 
-1212,-1316,-17336,-2320,39,276,0 
-1228,-1332,-17248,-2320,77,278,0 
-1156,-1352,-17220,-2320,56,279,0 
-1100,-1320,-17308,-2288,58,301,0 
-1124,-1240,-17312,-2320,71,286,0 
-1172,-1296,-17292,-2320,47,267,0 
-1124,-1396,-17456,-2304,68,248,0 
-1312,-1336,-17388,-2304,53,256,0 
-1248,-1352,-17308,-2288,68,272,0 
-1072,-1328,-17424,-2304,68,282,0 
-1196,-1352,-17504,-2304,70,282,0 
-1232,-1268,-17236,-2304,31,236,0 
-1300,-1420,-17404,-2320,81,283,0 
-1204,-1304,-17328,-2320,66,285,0 
-1132,-1268,-17300,-2304,64,269,0 
-1088,-1188,-17336,-2336,60,275,0 
-1172,-1356,-17216,-2304,76,289,0 
-1276,-1336,-17220,-2304,65,301,0 
-1136,-1260,-17376,-2304,38,278,0 
-1204,-1372,-17360,-2304,93,265,0 
-1176,-1416,-17400,-2336,75,285,0 
-1300,-1284,-17284,-2288,46,261,0 
-1280,-1412,-17336,-2288,71,283,0 
-1216,-1300,-17400,-2320,56,258,0 
-1164,-1320,-17424,-2320,54,239,0 
-1168,-1360,-17336,-2320,60,264,0 
-1160,-1284,-17268,-2320,62,275,0 
-1128,-1256,-17300,-2320,77,278,0 
-1140,-1352,-17164,-2320,52,264,0 
-1224,-1336,-17236,-2288,65,261,0 
-1144,-1380,-17076,-2320,52,254,0 
-1172,-1316,-17292,-2304,58,294,0 
-1232,-1356,-17332,-2304,46,302,0 
-1188,-1272,-17152,-2336,85,246,0 
-1040,-1344,-17352,-2320,52,269,0 
-1316,-1424,-17232,-2320,56,298,0 
-1160,-1300,-17216,-2304,40,296,0 
-1236,-1388,-17400,-2304,80,311,0 
-1100,-1332,-17372,-2288,57,262,0 
-1292,-1264,-17304,-2320,56,292,0 
-1244,-1332,-17260,-2320,60,295,0 
-1176,-1432,-17452,-2304,66,297,0 
-1148,-1376,-17328,-2304,59,266,0 
-1236,-1388,-17356,-2320,72,270,0 
-1228,-1292,-17320,-2320,51,297,0 
-1088,-1236,-17368,-2336,40,284,0 
-1244,-1320,-17252,-2336,33,249,0 
-1224,-1372,-17328,-2272,60,291,0 
-1172,-1304,-17232,-2304,84,279,0 
-1300,-1320,-17296,-2320,79,292,0 
-1176,-1388,-17244,-2288,78,290,0 
-1228,-1264,-17220,-2304,39,271,0 
-1188,-1316,-17224,-2304,94,294,0 
-1196,-1268,-17316,-2272,71,307,0 
-1212,-1304,-17420,-2320,69,295,0 
-1136,-1268,-17336,-2288,49,252,0 
-1120,-1288,-17360,-2272,67,267,0 
-1140,-1376,-17336,-2304,66,280,0 
-1368,-1240,-17360,-2304,56,265,0 
-1264,-1308,-17260,-2336,63,292,0 
-1216,-1340,-17372,-2320,56,262,0 
-1192,-1312,-17276,-2320,66,257,0 
-1104,-1276,-17284,-2272,63,271,0 
-1192,-1264,-17408,-2336,39,315,0 
-1244,-1432,-17312,-2320,53,280,0 
-1224,-1268,-17396,-2304,44,269,0 
-1136,-1332,-17256,-2304,73,261,0 
-1176,-1296,-17344,-2336,43,297,0 
-1380,-1272,-17420,-2256,56,279,0 
-1252,-1372,-17288,-2288,53,260,0 
-1140,-1388,-17332,-2288,62,281,0 
-1220,-1264,-17508,-2336,37,304,0 
-1232,-1364,-17328,-2304,75,289,0 
